Data	Godzina_rozp	Godzina_zak	ID_aktywnosci	PESEL
12/08/2018	16:00:00	16:45:00	13	84080569574
12/08/2018	18:45:00	19:30:00	13	83030713018
12/08/2018	18:45:00	19:45:00	21	72092076469
13/08/2018	20:00:00	20:50:00	19	80032927955
13/08/2018	20:00:00	20:45:00	16	88032151088
13/08/2018	17:30:00	18:30:00	7	82053154042
13/08/2018	16:15:00	17:45:00	20	85061849221
13/08/2018	17:30:00	19:30:00	15	74091264258
13/08/2018	20:00:00	21:00:00	11	75071778477
13/08/2018	17:00:00	18:30:00	6	94112589931
13/08/2018	19:00:00	20:00:00	21	92041895143
13/08/2018	16:00:00	18:00:00	12	89110296013
13/08/2018	19:45:00	21:45:00	12	84061632305
13/08/2018	17:15:00	18:15:00	26	01303192726
13/08/2018	19:30:00	20:15:00	16	82121356705
13/08/2018	19:00:00	19:45:00	16	92090866233
13/08/2018	20:30:00	22:00:00	6	89051965791
13/08/2018	16:00:00	16:45:00	13	69072710172
13/08/2018	20:15:00	22:15:00	15	93111772717
13/08/2018	19:00:00	20:30:00	20	71070846711
13/08/2018	16:00:00	17:00:00	21	96091727423
14/08/2018	20:30:00	21:15:00	5	84080419800
14/08/2018	18:45:00	19:30:00	3	74051070044
14/08/2018	19:00:00	19:45:00	16	87042098442
14/08/2018	20:30:00	21:30:00	10	65081474702
14/08/2018	19:30:00	20:15:00	8	67101888089
14/08/2018	19:00:00	20:00:00	26	93102278884
14/08/2018	19:45:00	20:30:00	8	95013062448
14/08/2018	16:00:00	16:45:00	8	90071048687
14/08/2018	08:45:00	09:35:00	19	93111772717
14/08/2018	16:30:00	17:45:00	22	93081880566
14/08/2018	19:00:00	20:00:00	26	88020643885
14/08/2018	19:45:00	21:00:00	22	99121824301
14/08/2018	20:00:00	22:30:00	14	93111321638
14/08/2018	20:30:00	21:15:00	3	80121119944
15/08/2018	16:00:00	17:00:00	24	87090865078
15/08/2018	16:00:00	16:45:00	17	82121356705
15/08/2018	16:00:00	16:45:00	16	97062640145
15/08/2018	20:00:00	21:00:00	7	85022769263
15/08/2018	19:30:00	21:30:00	15	88041889574
15/08/2018	16:30:00	19:00:00	14	83122155515
15/08/2018	17:00:00	18:00:00	26	98061785789
15/08/2018	19:30:00	20:30:00	24	89073075463
15/08/2018	16:00:00	18:30:00	14	83071577958
15/08/2018	19:45:00	22:15:00	14	79051566610
15/08/2018	17:00:00	17:45:00	5	80052785782
16/08/2018	19:00:00	20:15:00	22	99012153756
16/08/2018	20:00:00	21:15:00	22	95122362499
16/08/2018	19:00:00	20:00:00	4	91022421942
16/08/2018	15:45:00	17:15:00	20	00220396736
16/08/2018	16:15:00	17:45:00	6	88041889574
16/08/2018	20:00:00	20:45:00	13	91050832765
16/08/2018	19:30:00	20:15:00	16	94100739689
16/08/2018	17:00:00	18:00:00	26	90071048687
17/08/2018	17:00:00	18:15:00	22	80121119944
17/08/2018	19:30:00	21:00:00	20	96081099358
17/08/2018	20:30:00	21:45:00	22	65081474702
17/08/2018	16:00:00	17:10:00	23	97061261282
17/08/2018	17:00:00	19:00:00	12	87062750948
17/08/2018	18:00:00	20:30:00	14	97062640145
17/08/2018	16:00:00	16:45:00	17	99121824301
17/08/2018	20:00:00	20:45:00	16	85080910544
17/08/2018	19:30:00	20:30:00	4	85040186862
17/08/2018	20:00:00	21:15:00	22	96041655459
18/08/2018	20:00:00	21:30:00	6	94100739689
18/08/2018	20:00:00	21:00:00	7	82092387166
18/08/2018	20:00:00	21:30:00	6	76012093493
18/08/2018	16:00:00	17:30:00	6	96121059001
18/08/2018	18:45:00	19:30:00	25	96041655459
18/08/2018	17:00:00	19:00:00	15	87090865078
18/08/2018	20:00:00	21:10:00	23	82111668069
18/08/2018	16:15:00	17:45:00	2	77022270175
18/08/2018	20:30:00	23:00:00	14	82053154042
18/08/2018	20:00:00	21:00:00	21	75020256913
18/08/2018	17:15:00	18:00:00	17	74051070044
18/08/2018	18:00:00	19:00:00	4	83041762623
18/08/2018	19:00:00	20:00:00	7	94112589931
18/08/2018	20:00:00	22:00:00	9	60042129602
19/08/2018	16:00:00	17:00:00	5	83041762623
19/08/2018	19:00:00	19:45:00	17	79052922062
19/08/2018	19:00:00	21:30:00	14	89072858597
19/08/2018	18:45:00	19:45:00	24	00252960031
19/08/2018	16:00:00	18:00:00	15	89110296013
19/08/2018	19:00:00	19:45:00	13	64061372360
19/08/2018	20:00:00	21:00:00	26	91080777867
19/08/2018	20:00:00	21:00:00	18	87042098442
19/08/2018	16:15:00	17:30:00	22	94032111339
19/08/2018	19:45:00	21:45:00	9	62011052982
19/08/2018	19:30:00	22:00:00	14	73050978537
19/08/2018	20:00:00	20:50:00	19	86112727558
20/08/2018	16:00:00	17:00:00	21	88041490754
20/08/2018	19:00:00	19:45:00	3	70021574202
20/08/2018	20:30:00	21:30:00	10	79052922062
20/08/2018	20:15:00	22:15:00	15	87090865078
20/08/2018	18:45:00	19:45:00	24	75111867316
20/08/2018	17:15:00	18:00:00	8	83122155515
20/08/2018	18:00:00	19:30:00	20	83040232798
20/08/2018	20:00:00	21:15:00	22	84080569574
20/08/2018	20:30:00	21:15:00	16	86021379938
20/08/2018	19:00:00	21:00:00	12	83030713018
21/08/2018	20:15:00	21:25:00	23	91052873780
21/08/2018	18:45:00	21:15:00	14	61120859464
21/08/2018	20:00:00	22:00:00	9	89073075463
21/08/2018	17:15:00	19:45:00	14	88060633398
21/08/2018	20:00:00	21:30:00	20	88032884997
21/08/2018	19:00:00	20:30:00	6	80121119944
21/08/2018	16:00:00	18:30:00	14	87090865078
22/08/2018	18:45:00	19:35:00	19	97052873850
22/08/2018	17:00:00	18:00:00	21	98052514170
22/08/2018	19:30:00	20:15:00	25	94100739689
22/08/2018	19:00:00	19:45:00	16	86021379938
22/08/2018	19:00:00	20:00:00	21	81111358204
22/08/2018	20:00:00	22:30:00	14	88032151088
22/08/2018	19:00:00	20:10:00	23	97081619346
22/08/2018	20:00:00	21:00:00	24	87052520227
22/08/2018	17:00:00	18:30:00	7	98010881962
22/08/2018	18:45:00	19:35:00	19	01271948491
22/08/2018	19:00:00	21:00:00	12	98052514170
22/08/2018	20:00:00	20:45:00	16	92052540982
23/08/2018	17:00:00	19:00:00	9	75020256913
23/08/2018	16:00:00	16:45:00	8	74091264258
23/08/2018	16:00:00	17:00:00	11	89052322441
23/08/2018	20:00:00	21:00:00	5	92121746006
23/08/2018	20:00:00	20:45:00	16	74060969953
23/08/2018	20:00:00	22:30:00	14	90071594539
23/08/2018	19:30:00	20:30:00	4	76071328228
23/08/2018	20:00:00	21:10:00	23	82111668069
23/08/2018	18:45:00	20:45:00	9	90071048687
23/08/2018	20:00:00	21:15:00	22	01291479054
23/08/2018	19:00:00	19:45:00	3	93102278884
24/08/2018	17:00:00	18:30:00	20	77102111394
24/08/2018	20:00:00	20:50:00	19	89051965791
24/08/2018	19:00:00	21:00:00	15	91052873780
24/08/2018	20:00:00	21:30:00	2	68010634532
24/08/2018	19:30:00	20:15:00	8	92121746006
24/08/2018	20:00:00	20:45:00	25	80082936525
24/08/2018	16:00:00	17:00:00	11	76021661410
24/08/2018	20:00:00	21:00:00	24	89021968180
24/08/2018	20:00:00	21:00:00	4	83041762623
24/08/2018	19:00:00	19:50:00	19	83020982950
24/08/2018	20:00:00	21:15:00	22	92110661765
24/08/2018	20:30:00	22:00:00	6	96081099358
24/08/2018	18:45:00	20:15:00	2	99121573571
24/08/2018	19:00:00	20:00:00	21	83040314845
25/08/2018	17:15:00	18:45:00	2	88032884997
25/08/2018	19:00:00	20:10:00	23	97080131708
25/08/2018	17:00:00	17:45:00	13	72092468930
25/08/2018	18:45:00	19:45:00	21	82091425966
25/08/2018	17:00:00	19:00:00	15	99120927319
25/08/2018	18:45:00	19:30:00	25	92050657479
25/08/2018	20:30:00	23:00:00	14	92101975525
25/08/2018	16:00:00	16:45:00	25	97081619346
25/08/2018	19:00:00	20:00:00	21	77070796384
25/08/2018	19:30:00	21:00:00	20	93081880566
25/08/2018	17:00:00	19:00:00	12	80091255745
25/08/2018	20:30:00	21:15:00	17	66022017983
25/08/2018	20:00:00	22:00:00	15	84061632305
26/08/2018	18:45:00	19:30:00	3	77070796384
26/08/2018	20:00:00	21:00:00	24	81111358204
26/08/2018	04:45:00	06:15:00	6	81123072981
26/08/2018	20:00:00	22:30:00	14	89072858597
26/08/2018	16:00:00	16:45:00	25	74091264258
26/08/2018	16:00:00	16:45:00	16	84061632305
26/08/2018	21:00:00	21:50:00	19	79051566610
26/08/2018	16:00:00	18:30:00	14	99071947484
26/08/2018	16:00:00	16:45:00	16	74090680952
26/08/2018	16:00:00	17:00:00	5	77022270175
26/08/2018	16:00:00	16:45:00	16	93111772717
26/08/2018	20:00:00	20:45:00	8	01230712857
26/08/2018	19:00:00	21:30:00	14	87090865078
26/08/2018	17:30:00	18:30:00	5	61120859464
26/08/2018	19:00:00	19:45:00	8	93102278884
26/08/2018	17:15:00	18:15:00	11	82121356705
26/08/2018	20:30:00	22:30:00	9	90050968982
26/08/2018	19:00:00	19:50:00	19	83071577958
26/08/2018	20:30:00	21:30:00	10	91050832765
27/08/2018	20:00:00	22:00:00	15	84031414595
27/08/2018	20:00:00	21:00:00	11	84111592168
27/08/2018	20:30:00	21:45:00	22	69120818917
27/08/2018	16:00:00	18:00:00	12	93111321638
27/08/2018	20:00:00	21:00:00	18	93102278884
27/08/2018	20:30:00	21:30:00	24	80112885740
27/08/2018	19:45:00	21:00:00	22	79051566610
27/08/2018	20:30:00	21:30:00	5	93081880566
27/08/2018	20:15:00	21:45:00	20	71111293212
27/08/2018	20:00:00	21:30:00	2	77022270175
27/08/2018	07:45:00	08:45:00	21	01230712857
27/08/2018	17:00:00	18:30:00	6	89110296013
27/08/2018	20:00:00	21:30:00	2	89072858597
28/08/2018	19:30:00	20:30:00	26	85081541903
28/08/2018	16:00:00	17:00:00	21	97062640145
28/08/2018	20:15:00	21:30:00	22	70021574202
28/08/2018	20:00:00	21:15:00	22	87042098442
28/08/2018	17:00:00	18:00:00	7	72092468930
28/08/2018	19:00:00	20:00:00	11	89052322441
28/08/2018	18:00:00	19:00:00	7	92010762609
28/08/2018	17:00:00	18:30:00	20	91091314554
28/08/2018	16:00:00	17:00:00	21	66022017983
28/08/2018	18:45:00	20:45:00	12	94112589931
29/08/2018	16:15:00	17:45:00	2	88032884997
29/08/2018	19:00:00	21:00:00	12	93081880566
29/08/2018	18:45:00	20:45:00	15	96042743290
29/08/2018	18:45:00	19:45:00	21	75071778477
29/08/2018	20:00:00	22:30:00	14	76012093493
29/08/2018	16:00:00	17:00:00	10	99121824301
29/08/2018	17:00:00	17:45:00	16	92112377396
29/08/2018	20:30:00	21:45:00	22	95110862679
29/08/2018	20:30:00	22:30:00	12	01271948491
29/08/2018	16:00:00	16:45:00	8	61120859464
29/08/2018	17:00:00	18:30:00	6	84031414595
29/08/2018	16:00:00	18:30:00	14	92090866233
30/08/2018	16:00:00	17:00:00	10	77070796384
30/08/2018	17:00:00	19:30:00	14	82053154042
30/08/2018	19:30:00	21:00:00	2	73102055173
30/08/2018	20:00:00	22:00:00	15	73042042642
30/08/2018	20:15:00	21:45:00	20	91091314554
30/08/2018	16:00:00	17:30:00	20	69072710172
30/08/2018	20:00:00	21:10:00	23	83040314845
30/08/2018	19:00:00	20:30:00	2	73050978537
30/08/2018	12:45:00	15:15:00	14	81061911438
31/08/2018	19:00:00	20:30:00	2	82040646116
31/08/2018	19:30:00	20:30:00	24	92050657479
31/08/2018	18:45:00	19:55:00	23	93102278884
31/08/2018	20:00:00	21:00:00	5	85022769263
31/08/2018	20:00:00	20:45:00	5	94032111339
31/08/2018	20:00:00	20:45:00	25	82031633910
31/08/2018	16:00:00	16:45:00	16	99121573571
31/08/2018	18:45:00	19:45:00	26	75040642244
31/08/2018	20:00:00	21:30:00	20	91122080296
31/08/2018	20:30:00	21:30:00	4	80052442601
31/08/2018	20:30:00	21:15:00	5	85081541903
31/08/2018	16:30:00	18:00:00	20	91052873780
31/08/2018	16:00:00	18:00:00	15	01291479054
01/09/2018	19:00:00	20:30:00	20	68010634532
01/09/2018	19:30:00	21:00:00	2	69072710172
01/09/2018	16:00:00	16:45:00	5	98010881962
01/09/2018	17:15:00	18:15:00	26	80121119944
01/09/2018	19:00:00	21:30:00	14	84032612756
01/09/2018	18:45:00	20:15:00	7	99012153756
01/09/2018	18:00:00	18:45:00	25	97062640145
01/09/2018	16:30:00	17:15:00	17	79052162464
01/09/2018	18:45:00	19:30:00	8	87090865078
01/09/2018	19:45:00	21:45:00	15	86012615683
01/09/2018	16:00:00	17:00:00	24	97061261282
01/09/2018	16:00:00	17:15:00	22	81041832832
01/09/2018	18:45:00	19:45:00	11	92121746006
01/09/2018	20:30:00	23:00:00	14	76012093493
01/09/2018	19:00:00	21:30:00	14	79052922062
01/09/2018	19:00:00	20:30:00	6	79041379857
02/09/2018	18:45:00	19:45:00	26	62011052982
02/09/2018	16:00:00	16:45:00	16	95110862679
02/09/2018	20:00:00	22:00:00	12	82040646116
02/09/2018	17:00:00	18:30:00	6	79051566610
02/09/2018	19:00:00	20:00:00	10	77070796384
02/09/2018	17:30:00	19:00:00	6	96021654296
02/09/2018	20:00:00	21:00:00	4	85040186862
02/09/2018	18:45:00	21:15:00	14	69072710172
02/09/2018	17:15:00	18:45:00	20	93030113251
02/09/2018	19:30:00	20:15:00	16	96050556875
02/09/2018	20:30:00	22:30:00	15	99120927319
02/09/2018	16:15:00	17:30:00	22	88060633398
03/09/2018	20:00:00	21:10:00	23	80091255745
03/09/2018	20:00:00	20:45:00	16	94082877603
03/09/2018	19:00:00	20:30:00	20	95091183893
03/09/2018	18:45:00	19:30:00	3	92050657479
03/09/2018	20:30:00	22:30:00	9	85022769263
03/09/2018	18:45:00	20:45:00	12	72092468930
03/09/2018	20:00:00	21:00:00	11	01271948491
03/09/2018	16:15:00	17:00:00	16	00211486684
04/09/2018	19:00:00	21:00:00	9	00252960031
04/09/2018	18:45:00	20:15:00	6	84080569574
04/09/2018	20:30:00	22:00:00	6	88032151088
04/09/2018	18:45:00	19:15:00	1	89073075463
04/09/2018	20:00:00	20:45:00	16	96091727423
04/09/2018	20:30:00	23:00:00	14	78061949367
04/09/2018	16:00:00	17:00:00	24	94100739689
04/09/2018	16:15:00	17:15:00	11	80112885740
04/09/2018	17:15:00	18:00:00	5	82111668069
04/09/2018	20:00:00	20:45:00	25	86122554131
04/09/2018	20:00:00	21:00:00	26	91022421942
04/09/2018	20:00:00	22:30:00	14	85081541903
05/09/2018	19:00:00	20:00:00	26	68091123462
05/09/2018	16:15:00	17:00:00	17	98061785789
05/09/2018	17:15:00	18:15:00	24	94110383957
05/09/2018	19:00:00	21:30:00	14	00312447739
05/09/2018	17:30:00	18:30:00	21	94082877603
05/09/2018	17:30:00	20:00:00	14	89110296013
06/09/2018	20:00:00	22:30:00	14	90050968982
06/09/2018	17:00:00	19:30:00	14	91080777867
06/09/2018	19:00:00	19:30:00	1	82121356705
06/09/2018	20:30:00	22:30:00	15	88041490754
06/09/2018	14:45:00	15:45:00	21	72092468930
06/09/2018	20:00:00	22:00:00	15	89072858597
06/09/2018	16:00:00	17:30:00	20	80052442601
06/09/2018	19:00:00	20:30:00	2	73102055173
06/09/2018	17:15:00	18:15:00	18	83041762623
06/09/2018	19:00:00	21:00:00	9	92050657479
06/09/2018	17:30:00	18:30:00	4	59121254845
07/09/2018	16:30:00	19:00:00	14	83020982950
07/09/2018	17:00:00	17:50:00	19	68010634532
07/09/2018	16:00:00	17:10:00	23	00221216048
07/09/2018	18:45:00	20:45:00	9	77102111394
07/09/2018	19:30:00	21:30:00	15	78102259510
07/09/2018	16:00:00	16:45:00	13	93102278884
08/09/2018	20:30:00	21:15:00	5	78061949367
08/09/2018	16:00:00	17:00:00	24	96042743290
08/09/2018	20:00:00	21:30:00	7	94032111339
08/09/2018	19:00:00	20:00:00	4	90081986803
08/09/2018	16:15:00	17:00:00	3	80082936525
08/09/2018	19:00:00	20:00:00	7	93111321638
08/09/2018	20:00:00	21:30:00	20	01271948491
08/09/2018	19:45:00	21:45:00	15	81120464998
08/09/2018	20:00:00	21:00:00	24	91122080296
08/09/2018	19:30:00	20:30:00	24	85061849221
08/09/2018	18:45:00	19:30:00	5	64061372360
09/09/2018	17:00:00	19:30:00	14	86061622153
09/09/2018	20:00:00	21:00:00	24	84031414595
09/09/2018	20:00:00	22:00:00	15	80112885740
09/09/2018	20:30:00	21:45:00	22	63030872779
09/09/2018	17:15:00	19:15:00	9	86112727558
09/09/2018	20:00:00	22:30:00	14	71111293212
09/09/2018	16:15:00	16:45:00	1	67101888089
09/09/2018	20:00:00	20:45:00	8	74051070044
09/09/2018	20:30:00	21:30:00	7	01271948491
09/09/2018	20:30:00	21:30:00	11	88081454071
09/09/2018	20:00:00	21:00:00	11	68091123462
09/09/2018	20:30:00	22:30:00	15	80111769711
10/09/2018	19:30:00	20:30:00	21	90100532222
10/09/2018	18:45:00	20:45:00	15	77022270175
10/09/2018	20:30:00	22:30:00	12	76021661410
10/09/2018	19:00:00	19:45:00	25	69120818917
10/09/2018	18:00:00	19:15:00	22	96081099358
10/09/2018	19:30:00	21:30:00	15	75111867316
10/09/2018	17:00:00	17:30:00	1	92010762609
10/09/2018	20:15:00	21:00:00	3	80112885740
11/09/2018	19:00:00	20:00:00	7	81072675910
11/09/2018	19:00:00	19:45:00	3	82092143609
11/09/2018	16:00:00	17:30:00	6	85081541903
11/09/2018	19:30:00	20:20:00	19	87121110791
11/09/2018	20:00:00	22:30:00	14	96082456169
11/09/2018	19:45:00	20:45:00	21	01291479054
11/09/2018	19:00:00	21:00:00	15	79041379857
11/09/2018	19:30:00	22:00:00	14	83020982950
11/09/2018	16:30:00	17:15:00	16	79052162464
11/09/2018	19:30:00	21:30:00	12	86030715967
11/09/2018	19:30:00	20:15:00	13	92052540982
11/09/2018	16:00:00	18:30:00	14	87121110791
11/09/2018	18:45:00	19:45:00	11	83071577958
11/09/2018	17:45:00	19:15:00	6	00220396736
12/09/2018	16:00:00	18:30:00	14	89051965791
12/09/2018	20:30:00	21:30:00	26	77021449064
12/09/2018	19:00:00	19:45:00	16	85030615390
12/09/2018	16:00:00	18:00:00	9	70080914919
12/09/2018	20:00:00	20:45:00	8	99071947484
12/09/2018	20:00:00	21:00:00	7	81071092233
12/09/2018	20:00:00	20:30:00	1	65081474702
12/09/2018	16:00:00	18:00:00	12	94100739689
12/09/2018	19:00:00	20:00:00	26	88032151088
12/09/2018	17:00:00	17:45:00	13	00221216048
12/09/2018	20:30:00	21:30:00	26	61120859464
13/09/2018	17:00:00	19:00:00	9	95110862679
13/09/2018	19:00:00	21:00:00	9	91050832765
13/09/2018	19:30:00	20:30:00	18	73042042642
13/09/2018	19:00:00	20:00:00	21	59121254845
13/09/2018	16:30:00	17:15:00	8	94110383957
13/09/2018	16:00:00	17:15:00	22	59121254845
13/09/2018	20:30:00	22:30:00	15	89110296013
13/09/2018	18:45:00	20:15:00	20	90120447577
13/09/2018	19:30:00	20:15:00	3	96121059001
14/09/2018	20:00:00	22:00:00	15	84062618311
14/09/2018	18:45:00	19:30:00	25	78061949367
14/09/2018	19:00:00	19:45:00	8	91091521428
14/09/2018	19:00:00	21:00:00	15	86061622153
14/09/2018	19:00:00	21:30:00	14	88032884997
14/09/2018	16:00:00	17:00:00	7	98010996356
14/09/2018	18:45:00	21:15:00	14	95110862679
14/09/2018	19:00:00	20:30:00	2	75020256913
14/09/2018	20:00:00	20:45:00	16	01271948491
14/09/2018	19:00:00	21:30:00	14	76012093493
15/09/2018	20:00:00	20:45:00	25	89011284779
15/09/2018	16:00:00	17:00:00	21	92041895143
15/09/2018	20:00:00	22:30:00	14	81123072981
15/09/2018	17:00:00	17:45:00	17	88032151088
15/09/2018	16:00:00	17:00:00	4	62011052982
15/09/2018	19:00:00	20:00:00	5	90011047109
15/09/2018	16:00:00	18:00:00	9	89072858597
16/09/2018	18:45:00	19:45:00	5	92052540982
16/09/2018	16:30:00	17:20:00	19	76012093493
16/09/2018	20:30:00	21:15:00	13	89011284779
16/09/2018	16:30:00	18:30:00	12	82053154042
16/09/2018	17:00:00	19:30:00	14	80111769711
16/09/2018	16:15:00	17:15:00	24	96091727423
16/09/2018	17:15:00	18:15:00	26	65081474702
16/09/2018	17:00:00	18:00:00	11	92121746006
16/09/2018	20:30:00	21:30:00	4	82011292429
16/09/2018	19:00:00	20:00:00	4	85061169747
17/09/2018	20:00:00	20:45:00	3	80082936525
17/09/2018	16:00:00	16:45:00	3	81123072981
17/09/2018	23:45:00	01:00:00	22	91103111832
17/09/2018	20:15:00	21:00:00	13	89051965791
17/09/2018	16:30:00	18:30:00	15	86122554131
17/09/2018	16:30:00	17:20:00	19	87121110791
17/09/2018	18:45:00	19:45:00	26	92041895143
17/09/2018	20:00:00	21:00:00	7	83040232798
17/09/2018	17:00:00	18:00:00	24	96041655459
17/09/2018	16:00:00	17:15:00	22	93111772717
18/09/2018	17:00:00	18:00:00	7	80121119944
18/09/2018	20:00:00	21:30:00	20	87121110791
18/09/2018	17:30:00	19:30:00	12	96121059001
18/09/2018	20:00:00	22:00:00	9	92101975525
18/09/2018	20:30:00	21:15:00	16	62011052982
18/09/2018	17:15:00	18:15:00	24	87052520227
18/09/2018	19:00:00	21:00:00	12	91050832765
18/09/2018	16:00:00	18:00:00	15	88032151088
18/09/2018	18:45:00	19:45:00	4	85080910544
18/09/2018	19:45:00	20:30:00	17	72092076469
18/09/2018	20:00:00	21:00:00	21	75040642244
19/09/2018	05:45:00	07:45:00	15	83071577958
19/09/2018	20:00:00	21:00:00	4	84111592168
19/09/2018	20:00:00	20:45:00	3	84061632305
19/09/2018	20:00:00	21:00:00	4	93081880566
19/09/2018	20:00:00	22:00:00	9	83041762623
19/09/2018	18:45:00	19:45:00	26	67101888089
19/09/2018	20:00:00	21:30:00	6	90100532222
19/09/2018	20:30:00	21:30:00	7	83122155515
19/09/2018	19:00:00	19:45:00	8	92110661765
19/09/2018	19:00:00	19:45:00	8	94032111339
19/09/2018	20:00:00	21:30:00	6	92052540982
19/09/2018	20:00:00	21:00:00	26	80091255745
19/09/2018	18:45:00	19:45:00	24	77021449064
19/09/2018	20:00:00	20:45:00	3	93102278884
19/09/2018	17:00:00	18:15:00	22	82111668069
19/09/2018	20:00:00	22:30:00	14	89073075463
20/09/2018	20:00:00	21:30:00	6	95091183893
20/09/2018	16:00:00	17:00:00	11	95013062448
20/09/2018	20:00:00	21:10:00	23	87052520227
20/09/2018	18:45:00	20:45:00	15	63030872779
20/09/2018	20:00:00	21:30:00	7	80082936525
20/09/2018	17:00:00	18:00:00	21	76012093493
20/09/2018	18:45:00	19:45:00	7	79052922062
20/09/2018	20:30:00	21:30:00	26	92052540982
20/09/2018	20:30:00	21:15:00	3	84080419800
20/09/2018	16:00:00	18:30:00	14	86052090714
20/09/2018	16:30:00	17:30:00	10	77070796384
20/09/2018	19:30:00	20:15:00	13	94032111339
20/09/2018	20:00:00	22:00:00	12	81030746177
20/09/2018	17:15:00	18:45:00	20	01291479054
20/09/2018	20:30:00	22:00:00	20	87090865078
20/09/2018	20:30:00	21:30:00	18	92121746006
21/09/2018	20:00:00	22:00:00	9	97081619346
21/09/2018	20:30:00	22:30:00	15	81120464998
21/09/2018	19:30:00	20:30:00	4	77070796384
21/09/2018	16:00:00	17:00:00	21	82053154042
21/09/2018	16:30:00	17:15:00	8	98010881962
21/09/2018	18:45:00	20:15:00	2	80032927955
21/09/2018	19:30:00	20:30:00	5	86030715967
21/09/2018	19:00:00	21:30:00	14	96081099358
21/09/2018	20:15:00	21:15:00	7	86052090714
22/09/2018	16:30:00	18:00:00	6	79052922062
22/09/2018	18:45:00	20:45:00	9	80111769711
22/09/2018	17:00:00	18:00:00	10	70021574202
22/09/2018	20:00:00	21:30:00	6	81111358204
22/09/2018	16:00:00	16:50:00	19	95122362499
22/09/2018	16:00:00	17:00:00	21	88041490754
22/09/2018	19:45:00	20:45:00	24	94082877603
22/09/2018	19:00:00	20:30:00	7	00211486684
22/09/2018	17:00:00	18:00:00	7	96050556875
22/09/2018	18:00:00	18:50:00	19	94112589931
22/09/2018	18:45:00	19:30:00	16	91091521428
23/09/2018	16:00:00	17:00:00	7	95111093160
23/09/2018	20:00:00	21:00:00	10	91050832765
23/09/2018	16:00:00	16:45:00	8	83061750156
23/09/2018	20:00:00	22:00:00	9	71111293212
23/09/2018	20:00:00	22:30:00	14	96081099358
23/09/2018	18:00:00	20:30:00	14	69120818917
23/09/2018	20:15:00	21:15:00	10	79052162464
23/09/2018	20:30:00	21:45:00	22	94100739689
23/09/2018	20:00:00	20:45:00	17	60042129602
23/09/2018	16:00:00	16:45:00	3	91022421942
23/09/2018	17:00:00	17:45:00	16	93111772717
23/09/2018	18:45:00	20:45:00	9	98010881962
23/09/2018	20:00:00	21:30:00	20	81120464998
23/09/2018	20:00:00	21:30:00	6	00220396736
23/09/2018	18:45:00	19:30:00	17	87062750948
23/09/2018	19:45:00	20:15:00	1	90011047109
24/09/2018	16:00:00	17:30:00	20	71111293212
24/09/2018	16:30:00	19:00:00	14	79051566610
24/09/2018	20:30:00	21:30:00	11	83061750156
24/09/2018	20:00:00	21:00:00	11	81071092233
24/09/2018	18:45:00	19:30:00	16	97061261282
24/09/2018	20:00:00	21:00:00	24	96082456169
24/09/2018	18:00:00	18:45:00	8	85030615390
24/09/2018	16:00:00	18:00:00	15	75111867316
24/09/2018	18:45:00	20:45:00	12	00220396736
24/09/2018	20:30:00	21:30:00	11	89110296013
24/09/2018	16:30:00	18:30:00	9	82031633910
24/09/2018	16:30:00	18:00:00	2	86052090714
24/09/2018	17:15:00	18:15:00	11	84032612756
24/09/2018	17:00:00	18:30:00	6	80063050611
24/09/2018	16:00:00	17:30:00	2	00252960031
24/09/2018	18:45:00	20:15:00	6	82011292429
24/09/2018	17:00:00	17:45:00	3	88032151088
24/09/2018	20:00:00	20:45:00	25	75020256913
25/09/2018	20:30:00	21:40:00	23	90081986803
25/09/2018	19:30:00	21:00:00	20	68091123462
25/09/2018	17:15:00	18:45:00	6	65081474702
25/09/2018	16:00:00	16:45:00	16	94112589931
25/09/2018	17:15:00	18:15:00	7	86061622153
25/09/2018	17:15:00	18:45:00	20	88041889574
25/09/2018	20:00:00	22:30:00	14	80082936525
25/09/2018	20:00:00	21:15:00	22	83030713018
25/09/2018	18:00:00	19:30:00	20	89052322441
25/09/2018	20:30:00	22:30:00	12	86112727558
26/09/2018	16:00:00	17:00:00	26	80112885740
26/09/2018	20:00:00	20:45:00	8	82011292429
26/09/2018	18:45:00	19:35:00	19	72092468930
26/09/2018	17:00:00	19:00:00	9	82121356705
26/09/2018	20:30:00	21:30:00	26	80082936525
26/09/2018	17:00:00	19:30:00	14	76012093493
26/09/2018	17:00:00	17:45:00	8	97062640145
26/09/2018	20:30:00	21:20:00	19	88060633398
26/09/2018	19:30:00	21:30:00	12	83070774646
26/09/2018	16:00:00	18:30:00	14	86061622153
26/09/2018	19:00:00	20:00:00	26	79052162464
26/09/2018	18:45:00	19:30:00	17	82092143609
26/09/2018	17:00:00	18:00:00	18	89073075463
26/09/2018	17:00:00	18:00:00	11	85040186862
27/09/2018	20:00:00	20:45:00	5	89011284779
27/09/2018	20:00:00	20:45:00	3	87121181946
27/09/2018	20:00:00	21:15:00	22	68010634532
27/09/2018	20:00:00	21:30:00	6	79051566610
27/09/2018	18:45:00	20:15:00	6	90081986803
27/09/2018	19:00:00	20:00:00	21	88032151088
27/09/2018	18:00:00	19:00:00	24	73042042642
27/09/2018	19:00:00	19:50:00	19	80111769711
27/09/2018	20:00:00	20:50:00	19	84032612756
27/09/2018	18:45:00	20:15:00	7	90100532222
